Model Name,Reference Price (Yuan),Brand,Model,Production Method,Origin,Engine,Max Horsepower (Ps),Max Power/Speed (kW/rpm),Max Torque/Speed (N·m/rpm),Transmission,ABS,CBS,Dimensions (LxWxH mm),Seat Height (mm),Curb Weight (kg),Fuel Tank Capacity (L),Max Speed (km/h),Official Average Fuel Consumption (L/100km),Measured Average Fuel Consumption (L/100km),Range (km),Warranty,Available Colors
吉雷拉 RX 250 Arizona Rally,,Jirera,,,,,,,,-,-,-,,,,15,,-,,-,,
吉雷拉 XR-1 125,,Jirera,,,,single cylinder four stroke water-cooled  250cc,,,,-,-,-,,,,15,,-,,-,,
吉雷拉 Cougar 125,,Jirera,,,,single cylinder three stroke water-cooled  125cc,,,,-,-,-,,,,22,,-,,-,,
吉雷拉 GP 800 Corsa,,Jirera,,,,single cylinder four stroke air-cooled  125cc,,,,-,-,-,,,,12,,-,,-,,
吉雷拉 MX-R 125 Endurance,,Jirera,,,,-,,,,-,-,-,,,,0,,-,,-,,
吉雷拉 Nexus 125,,Jirera,,,,single cylinder four stroke water-cooled  125cc,,,,-,-,-,,,132,17,,-,,-,,
吉雷拉 Nexus 500,,Jirera,pedal,imported,,single cylinder four stroke water-cooled  125cc,,,,-,-,-,,810,,15,,-,,-,,
吉雷拉 Fuogo 500ie,,Jirera,pedal,imported,,single cylinder four stroke water-cooled  500cc,,,,-,-,-,,765,,15,,-,,-,,
东动 GO,,Jirera,Three Wheel,Imported,,single cylinder four stroke water-cooled  500cc,,,,-,,-,,790,238,12,,-,,-,,
东动 BO,4499,Dongdong,pedal,,,,,,,,none,-,1628x744x1040,750,51.3,,25,,,100,,
EBR 1190RS,10888,Dongdong,pedal,,Zhejiang Qianjiang Motorcycle Co.,,,,,,none,-,1666x670x1050,750,73,,48,,,-,,
珠本 ZB125T-2,,EBR,,,,1190cc,,,,-,-,-,,775,,17.1,,-,,-,,
珠本 ZB125T-3,,bead,pedal,,Zhejiang Jianying Locomotive Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1935x645x1125,,105,0,80,-,,-,,
珠本 ZB125T-4,,bead,pedal,,Zhejiang Jianying Locomotive Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1915x770x1200,,115,0,80,-,,-,,
珠本 ZB125T-5,,bead,pedal,,Zhejiang Jianying Locomotive Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1820x670x1110,,105,0,80,-,,-,,
珠本 ZB125T-6,,bead,pedal,,Zhejiang Jianying Locomotive Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1800x690x1100,,100,0,80,-,,-,,
珠本 ZB125T-7,,bead,pedal,,Zhejiang Jianying Locomotive Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1815x715x1115,,103,0,80,-,,-,,
珠本 ZB125T-9,,bead,pedal,,Zhejiang Jianying Locomotive Co.,single cylinder four stroke air-cooled  124cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1900x700x1130,,105,0,80,-,,-,,
珠本 ZB125T-10F,,bead,pedal,,Zhejiang Jianying Locomotive Co.,single cylinder four stroke air-cooled  124cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,2020x740x1155,,105,0,80,-,,-,,
珠本 ZB125T-11,,bead,pedal,,Zhejiang Jianying Locomotive Co.,single cylinder four stroke air-cooled  124cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1860x700x1130,,105,0,80,-,,-,,
珠本 ZB125T-12,,bead,pedal,,Zhejiang Jianying Locomotive Co.,single cylinder four stroke air-cooled  124cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1815x695x1145,,102,0,80,-,,-,,
珠本 ZB125T-13,,bead,pedal,,Zhejiang Jianying Locomotive Co.,single cylinder four stroke air-cooled  124cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1845x705x1110,,100,0,80,-,,-,,
珠本 ZB125T-15,,bead,pedal,,Zhejiang Jianying Locomotive Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,2045x750x1080,,115,0,80,-,,-,,
VELOCETTE A - H (some images),,bead,pedal,,Zhejiang Jianying Locomotive Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1780x685x1100,,85,0,80,-,,-,,
"VELOCETTE KTP, KTS Mk I, Mk II",Currently no quotation available,VELOCETTE,retro,imported,,-,,,,-,-,-,,,,0,,-,,-,,
VELOCETTE KTT Mk VI - VIII,Currently no quotation available,VELOCETTE,retro,imported,,single cylinder four stroke air-cooled  350cc,,,,-,-,-,,,,8.5,,-,,-,,
VELOCETTE LE MK I,Currently no quotation available,VELOCETTE,retro,imported,,single cylinder four stroke air-cooled  350cc,,,,-,-,-,,,,11.4,,-,,-,,
VELOCETTE LE MK III,Currently no quotation available,VELOCETTE,retro,imported,,", 150cc",,,,-,-,-,,,,5.7,,-,,-,,
VELOCETTE MAC,Currently no quotation available,VELOCETTE,retro,imported,,,,,,-,-,-,,,,7.4,,-,,-,,
VELOCETTE MAF,Currently no quotation available,VELOCETTE,retro,imported,,single cylinder four stroke air-cooled  350cc,,,,-,-,-,,,,11.4,,-,,-,,
VELOCETTE MOV,Currently no quotation available,VELOCETTE,retro,imported,,single cylinder four stroke air-cooled,,,,-,-,-,2159x711x1016,,,11.4,,-,,-,,
VELOCETTE MSS,Currently no quotation available,VELOCETTE,retro,imported,,single cylinder four stroke air-cooled  250cc,,,,-,-,-,,,,11.4,,-,,-,,
VELOCETTE MSS Velocette MSS Compé-client,Currently no quotation available,VELOCETTE,retro,imported,,single cylinder four stroke air-cooled  500cc,,,,-,-,-,2130x700x990,775,,19.3,,-,,-,,
VELOCETTE MT 500,Currently no quotation available,VELOCETTE,retro,imported,,-,,,,-,-,-,,,,0,,-,,-,,
VELOCETTE Thruxton Endurance,Currently no quotation available,VELOCETTE,retro,imported,,single cylinder four stroke air-cooled  500cc,,,,-,-,-,,,,0,,-,,-,,
VELOCETTE Valiant,Currently no quotation available,VELOCETTE,retro,imported,,single cylinder four stroke air-cooled  500cc,,,,-,-,-,2260x760x1130,838,,11.35,,-,,-,,
VELOCETTE Venom,Currently no quotation available,VELOCETTE,retro,imported,,,,,,-,-,-,,,,13.6,,-,,-,,
VELOCETTE Venom Clubman,Currently no quotation available,VELOCETTE,retro,imported,,single cylinder four stroke air-cooled  500cc,,,,-,-,-,,,,13.6,,-,,-,,
VELOCETTE Venom Scrambler,Currently no quotation available,VELOCETTE,retro,imported,,single cylinder four stroke air-cooled  500cc,,,,-,-,-,2130x700x990,775,,19.3,,-,,-,,
VELOCETTE Viper Scrambler,Currently no quotation available,VELOCETTE,retro,imported,,single cylinder four stroke air-cooled  500cc,,,,-,-,-,2260x890x1090,838,,11.35,,-,,-,,
VELOCETTE Vogue LE,Currently no quotation available,VELOCETTE,retro,imported,,single cylinder four stroke air-cooled  350cc,,,,-,-,-,2260x890x1090,838,152,11,,-,,-,,
南雅 NY110T,Currently no quotation available,VELOCETTE,retro,imported,,,,,,-,-,-,,,150,11.4,,-,,-,,
南雅 NY110T-2,Currently no quotation available,Nanya,pedal,,Zhuzhou Nanfang Motorcycle Co.,single cylinder four stroke air-cooled  110cc,7.3,5.4/,,CVT continuously variable transmission automatic transmission,-,-,1800x680x1030,,95,0,80,-,,-,,
南雅 NY110T-3,Currently no quotation available,Nanya,pedal,,Zhuzhou Nanfang Motorcycle Co.,single cylinder four stroke air-cooled  110cc,7.3,5.4/,,CVT continuously variable transmission automatic transmission,-,-,1730x695x1040,,92,0,80,-,,-,,
南雅 NY110T-5,Currently no quotation available,Nanya,pedal,,Zhuzhou Nanfang Motorcycle Co.,single cylinder four stroke air-cooled  110cc,7.3,5.4/,,CVT continuously variable transmission automatic transmission,-,-,1710x670x1050,,95,0,80,-,,-,,
南雅 NY110T-6,Currently no quotation available,Nanya,pedal,,Zhuzhou Nanfang Motorcycle Co.,single cylinder four stroke air-cooled  110cc,7.3,5.4/,,CVT continuously variable transmission automatic transmission,-,-,1780x685x1060,,91,0,80,-,,-,,
南雅 NY125T-52A,Currently no quotation available,Nanya,pedal,,Zhuzhou Nanfang Motorcycle Co.,single cylinder four stroke air-cooled  110cc,7.3,5.4/,,CVT continuously variable transmission automatic transmission,-,-,1750x700x1100,,95,0,80,-,,-,,
南雅 NY125T-53A,Currently no quotation available,Nanya,pedal,,Zhuzhou Nanfang Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.9,5.8/,,CVT continuously variable transmission automatic transmission,-,-,1950x770x1180,,110,0,80,-,,-,,
南雅 NY125T-55A,Currently no quotation available,Nanya,pedal,,Zhuzhou Nanfang Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.9,5.8/,,CVT continuously variable transmission automatic transmission,-,-,1740x700x1060,,95,0,80,-,,-,,
南雅 NY125T-56A,Currently no quotation available,Nanya,pedal,,Zhuzhou Nanfang Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.9,5.8/,,CVT continuously variable transmission automatic transmission,-,-,1830x720x1115,,105,0,80,-,,-,,
南雅 NY125T-57A,Currently no quotation available,Nanya,pedal,,Zhuzhou Nanfang Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.9,5.8/,,CVT continuously variable transmission automatic transmission,-,-,1850x700x1100,,100,0,80,-,,-,,
南雅 NY125T-58A,Currently no quotation available,Nanya,pedal,,Zhuzhou Nanfang Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.9,5.8/,,CVT continuously variable transmission automatic transmission,-,-,1880x710x1110,,103,0,80,-,,-,,
南雅 NY125T-59A,Currently no quotation available,Nanya,pedal,,Zhuzhou Nanfang Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.9,5.8/,,CVT continuously variable transmission automatic transmission,-,-,1780x725x1140,,98,0,80,-,,-,,
南雅 NY125T-60A,Currently no quotation available,Nanya,pedal,,Zhuzhou Nanfang Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.9,5.8/,,CVT continuously variable transmission automatic transmission,-,-,1800x670x1130,,99,0,80,-,,-,,
南雅 NY125-52A,Currently no quotation available,Nanya,pedal,,Zhuzhou Nanfang Motorcycle Co.,single cylinder four stroke air-cooled  125cc,7.9,5.8/,,CVT continuously variable transmission automatic transmission,-,-,1800x710x1000,,85,0,80,-,,-,,
南雅 NY125-56A,Currently no quotation available,Nanya,", street car,",,Zhuzhou Nanfang Motorcycle Co.,single cylinder four stroke air-cooled  125cc,9.8,7.2/,,-,-,-,1950x735x1020,,112,0,85,-,,-,,
德比 GPR 125 Nude,Currently no quotation available,Nanya,", street car,",,Zhuzhou Nanfang Motorcycle Co.,single cylinder four stroke air-cooled  125cc,9.8,7.2/,,-,-,-,1990x840x1130,,120,0,85,-,,-,,
德比 Mulhacén 125,Currently no quotation available,Derby,"s, sports cars,",s,,single cylinder four stroke water-cooled  125cc,,,,-,-,-,,800,,13,,-,,-,,
德比 Mulhacén 125 Café,Currently no quotation available,Derby,,,,single cylinder four stroke water-cooled  125cc,,,,-,-,-,,750,,11,,-,,-,,
德比 Mulhacén 659,Currently no quotation available,Derby,,,,single cylinder four stroke water-cooled  125cc,,,,-,-,-,,750,,11,,-,,-,,
德比 Mulhacén Café 659,Currently no quotation available,Derby,,,,single cylinder four stroke water-cooled  659cc,,,,-,-,-,,810,,13,,-,,-,,
德比 Mulhacén 659 X-Vision,Currently no quotation available,Derby,,,,single cylinder four stroke water-cooled  659cc,,,,-,-,-,,810,,13,,-,,-,,
德比 Senda Terra Adventure,Currently no quotation available,Derby,,,,-,,,,-,-,-,,,,0,,-,,-,,
德比 Senda R 125 4T,Currently no quotation available,Derby,tension,imported,,single cylinder four stroke air-cooled  125cc,,,,-,-,-,,815,,12,,-,,-,,
德比 Senda SM 125 4T,Currently no quotation available,Derby,Off road,Imported,,single cylinder four stroke air-cooled  125cc,,,,-,-,-,,,,7.5,,-,,-,,
德比 Senda SM 125 4T Baja,Currently no quotation available,Derby,Off road,Imported,,single cylinder four stroke air-cooled  125cc,,,,-,-,-,,830,,7.5,,-,,-,,
德比 Senda DRD SM 125 Pro Replica Malossi,Currently no quotation available,Derby,,,,single cylinder four stroke air-cooled  125cc,,,,-,-,-,,830,,7.5,,-,,-,,
德比 Senda Terra,Currently no quotation available,Derby,Off road,Imported,,single cylinder four stroke air-cooled  125cc,,,,-,-,-,,830,,7.5,,-,,-,,
三辉 SH1200DZK,Currently no quotation available,Derby,Off road,Imported,,single cylinder four stroke air-cooled  125cc,,,,-,-,-,,815,,12,,-,,-,,
劲隆 超跑250,6180,Sanhui,pedal,,Wuxi Dade Car Industry Co.,,,,,,,-,1750x680x1660,750,81,,52,,,60.,of,"Elegant White, Twilight Blue, BMW Blue, Bright Black, Pearl White, Aurora Grey"
劲隆 劲福JL110-36,13949,Jinlong,", street car,",,,single cylinder four stroke air-cooled  226cc,17,12.5/7500,,-,None,-,2030x720x1120,,153,0,115,-,,-,,
劲隆 劲跑JL150-75,4980,Jinlong,", street car,",,,single cylinder four stroke air-cooled  107cc,7.1,5.2/,,-,-,-,1970x780x1050,,110,0,80,-,,-,,
劲隆 劲隆K5,5980,Jinlong,", street car,",,,single cylinder four stroke air-cooled  150cc,11.1,8.2/,,-,-,-,2005x735x1115,,130,0,95,-,,-,,
劲隆 劲隆K8,6900,Jinlong,", street car,",,,single cylinder four stroke air-cooled  150cc,11.1,8.2/,,-,,-,1990x780x1030,,125,12,95,-,,200,,
劲隆 战士,7150,Jinlong,", street car,",,,single cylinder four stroke air-cooled  150cc,11.7,8.6/,,-,None,-,1980x700x1020,,137,13,100,-,,-,,
劲隆 大熊JL150-60,7571,Jinlong,Off road,Domestic,,single cylinder four stroke air-cooled  150cc,12.9,9.5/,,-,-,-,2150x785x1175,,135,0,95,-,,-,,
中能 传奇,8567,Jinlong,", street car,",,,single cylinder four stroke air-cooled  150cc,12.9,9.5/,,-,,-,1985x830x1080,,140,0,110,-,,-,,
中能 R8,,s,pedal,,,single cylinder four stroke air-cooled  125cc,7.2,5.3/,,CVT continuously variable transmission automatic transmission,none,-,1840x875x1105,,100,0,80,-,,-,,
中能 A9,,s,pedal,,,150cc,7.7,5.7/6500,,CVT continuously variable transmission automatic transmission,-,-,1825x680x1145,,92,5.5,,-,,-,,
中能 鹰王,,s,pedal,,,150cc,8.0,5.9/7500,,CVT continuously variable transmission automatic transmission,-,-,1955x695x1110,,,0,,-,,-,,
中能 F66,,s,pedal,,,125cc,7.3,5.4/7500,,CVT continuously variable transmission automatic transmission,-,-,1980x700x1150,,119,6.4,,-,,-,,
GOGORO 1 Series,,s,Retro,Domestic,,150cc,12.2,9/9000,,-,,-,1940x780x1050,,120,12.5,90,2.1,,-,,
GOGORO 2 Series,Currently no quotation available,GOGORO,pedal,,Taiwan,,,,,,none,standard,1730x690x1035,745,112,,95,,,150,,
GOGORO 3 Series,Currently no quotation available,GOGORO,pedal,,Taiwan,,,,,,none,standard,1880x670x1090,750,122,,,,,170,,"white, gray"
GOGORO VIVA Series,Currently no quotation available,GOGORO,pedal,,Taiwan,,,,,,standard,without,1890x740x1110,770,114,,90,,,170,,graphite gray
GOGORO Pulse,Currently no quotation available,GOGORO,pedal,,Taiwan,,,,,,none,standard,1845x665x1095,750,112,,,,,170,,
GOGORO JEGO,Currently no quotation available,GOGORO,pedal,,Taiwan,,,,,,-,-,,,,,,,,-,,
GOGORO SuperSport,Currently no quotation available,GOGORO,pedal,,Taiwan,,,,,,,standard,1827x685x1230,745,97,,68,,,162,,
GOGORO Delight,Currently no quotation available,GOGORO,pedal,,,,,,,,standard,without,1890x660x1080,780,123,,,,,170,,"Aurora Blue, Aurora Green"
GOGORO CrossOver,Currently no quotation available,GOGORO,pedal,,Taiwan,,,,,,-,standard,1755x730x1067,729,117,,,,,150,,"Destiny Red, Luminous Gray, Bare Gold, Brilliant Blue, Luminous Green, Crystal Purple"
望龙 WL125T-15,Currently no quotation available,GOGORO,pedal,,Taiwan,,,,,,-,standard,1949x673x1132,746,126,,,,,150,,"Night Mist Grey, Sand White, Mountain Yellow, Misty Red"
望龙 WL125T-19,,,pedal,,Chongqing Wangjiang Motorcycle Manufacturing Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1865x670x1120,,104,0,80,-,,-,,
望龙 WL125T-20,,,pedal,,Chongqing Wangjiang Motorcycle Manufacturing Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1850x660x1130,,104,0,80,-,,-,,
望龙 WL125T-23,,,pedal,,Chongqing Wangjiang Motorcycle Manufacturing Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1860x670x1140,,104,0,80,-,,-,,
望龙 WL125T-25,,,pedal,,Chongqing Wangjiang Motorcycle Manufacturing Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1895x670x1100,,95,0,80,-,,-,,
望龙 WL125T-26,,,pedal,,Chongqing Wangjiang Motorcycle Manufacturing Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1860x670x1140,,104,0,80,-,,-,,
望龙 WL125T-27,,,pedal,,Chongqing Wangjiang Motorcycle Manufacturing Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1790x670x1080,,96,0,80,-,,-,,
望龙 WL125T-33,,,pedal,,Chongqing Wangjiang Motorcycle Manufacturing Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1900x685x1150,,102,0,80,-,,-,,
望龙 WL125T-35,,,pedal,,Chongqing Wangjiang Motorcycle Manufacturing Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,2005x700x1130,,116,0,80,-,,-,,
雷瓦克 RF1 ST-2,,,pedal,,Chongqing Wangjiang Motorcycle Manufacturing Co.,single cylinder four stroke air-cooled  125cc,7.1,5.2/,,CVT continuously variable transmission automatic transmission,-,-,1820x665x1145,,102,0,80,-,,-,,
BULLIT Bluroc Gold Black,Currently no quotation available,Levac,Three Wheel,Imported,,inline four cylinder four stroke water-cooled  1500cc,110.1,81/6000,,-,-,-,,,,0,,-,,-,,
BULLIT Bluroc Titanium Grey,Currently no quotation available,BULLIT,retro,imported,,125cc,,,,-,-,-,,,,0,,-,,-,,
BULLIT Bluroc British Green,Currently no quotation available,BULLIT,retro,imported,,125cc,,,,-,-,-,,,,0,,-,,-,,
BULLIT Bluroc 250 V2,Currently no quotation available,BULLIT,retro,imported,,125cc,,,,-,,-,,,,0,,-,,-,,
BULLIT Heritage Black,Currently no quotation available,BULLIT,retro,imported,,"V-type twin cylinder four stroke air-cooled, 250cc",16,,,international 6-speed,standard,-,,,,0,130,-,,-,,
BULLIT Heritage Silver,Currently no quotation available,BULLIT,MINI,Imported,,50cc,,,,-,-,-,,,,0,,-,,-,,
BULLIT Hero,Currently no quotation available,BULLIT,MINI,Imported,,50cc,,,,-,-,-,,,,0,,-,,-,,
BULLIT Hero Grey,Currently no quotation available,BULLIT,MINI,Imported,,-,,,,-,-,-,,,,0,,-,,-,,
BULLIT Hero Gulf Edition,Currently no quotation available,BULLIT,MINI,Imported,,50cc,,,,-,-,-,,,,0,,-,,-,,
BULLIT Hero Racing White,Currently no quotation available,BULLIT,MINI,Imported,,50cc,,,,-,-,-,,,,0,,-,,-,,
BULLIT Hunt S Black,Currently no quotation available,BULLIT,MINI,Imported,,50cc,,,,-,-,-,,,,0,,-,,-,,
BULLIT Hunt S Gold Black,Currently no quotation available,BULLIT,retro,imported,,125cc,,,,-,-,-,,,,0,,-,,-,,
BULLIT Hunt S Green,Currently no quotation available,BULLIT,retro,imported,,125cc,,,,-,-,-,,,,0,,-,,-,,
BULLIT Hunt S Red,Currently no quotation available,BULLIT,retro,imported,,125cc,,,,-,-,-,,,,0,,-,,-,,
BULLIT Spirit Gold Black,Currently no quotation available,BULLIT,retro,imported,,125cc,,,,-,-,-,,,,0,,-,,-,,
BULLIT Spirit Green,Currently no quotation available,BULLIT,retro,imported,,125cc,,,,-,-,-,,,,0,,-,,-,,
BULLIT Spirit Gulf Edition,Currently no quotation available,BULLIT,retro,imported,,125cc,,,,-,-,-,,,,0,,-,,-,,
JAWA 350 Chopper,Currently no quotation available,BULLIT,retro,imported,,125cc,,,,-,-,-,,,,0,,-,,-,,
JAWA 350 Classic Solo,Currently no quotation available,JAWA,,,,dual cylinder air-cooled  350cc,,,,-,-,-,,750,168,17,,-,,-,,
JAWA 350 Sport,Currently no quotation available,JAWA,,,,dual cylinder four stroke air-cooled  350cc,,,,-,-,-,,820,,17,,-,,-,,
JAWA 350 Style,Currently no quotation available,JAWA,,,,dual cylinder four stroke air-cooled  350cc,,,,-,-,-,,820,,17,,-,,-,,
JAWA 420 Prototype,Currently no quotation available,JAWA,,,,dual cylinder air-cooled  350cc,,,,-,-,-,,810,,0,,-,,-,,
JAWA 500R,Currently no quotation available,JAWA,,,,single cylinder four stroke water-cooled  420cc,,,,-,-,-,,,,20,,-,,-,,
JAWA 593 Enduro Sport,Currently no quotation available,JAWA,,,,single cylinder four stroke air-cooled  500cc,,,,-,-,-,,,,17,,-,,-,,
JAWA 640 Sport,Currently no quotation available,JAWA,,,,,,,,-,-,-,,,132,0,,-,,-,,
JAWA 640 Style De Luxe,Currently no quotation available,JAWA,,,,,,,,-,-,-,2100x780x1160,820,162,17,,-,,-,,
JAWA 650 Dakar,Currently no quotation available,JAWA,,,,,,,,-,-,-,2100x780x1160,820,162,17,,-,,-,,
JAWA 250,Currently no quotation available,JAWA,,,,,,,,-,-,-,,860,,17,,-,,-,,
JAWA 250 California,Currently no quotation available,JAWA,retro,imported,,", 250cc",,,,-,-,-,,,,0,,-,,-,,
JAWA 350 Californian,Currently no quotation available,JAWA,retro,imported,,"single cylinder air-cooled, 250cc",,,,-,-,-,,760,144,15,,-,,-,,
JAWA 350 Classic,Currently no quotation available,JAWA,retro,imported,,dual cylinder air-cooled  350cc,,,,-,-,-,,,155,13.5,,-,,-,,
JAWA 350 Retro Solo,Currently no quotation available,JAWA,retro,imported,,dual cylinder air-cooled  350cc,,,,-,-,-,,820,,2.8,,-,,-,,
JAWA 350 TS,Currently no quotation available,JAWA,retro,imported,,dual cylinder air-cooled  350cc,,,,-,-,-,,820,,17,,-,,-,,
JAWA 350 Type 634.5,Currently no quotation available,JAWA,retro,imported,,dual cylinder four stroke air-cooled  350cc,,,,-,-,-,,,150,17,,-,,-,,
JAWA 638,Currently no quotation available,JAWA,retro,imported,,dual cylinder four stroke air-cooled  350cc,,,,-,-,-,,,175,17,,-,,-,,
JAWA 125 Chopper,Currently no quotation available,JAWA,retro,imported,,,,,,-,-,-,2100x780x1160,820,162,17,,-,,-,,
JAWA 644 Chopper,Currently no quotation available,JAWA,Cruising Crown Prince,Imported,,single cylinder four stroke air-cooled  125cc,,,,-,-,-,,,,13.5,,-,,-,,
JAWA 125 Dakar,Currently no quotation available,JAWA,Cruising Crown Prince,Imported,,,,,,-,-,-,,,,15,,-,,-,,
JAWA 125 Dakar,Currently no quotation available,JAWA,tension,imported,,single cylinder four stroke air-cooled  125cc,,,,-,-,-,,830,,6.5,,-,,-,,
JAWA 125 Sport,Currently no quotation available,JAWA,tension,imported,,single cylinder four stroke air-cooled  125cc,,,,-,-,-,,830,,6.5,,-,,-,,
JAWA 640 Tramp,Currently no quotation available,JAWA,tension,imported,,single cylinder four stroke air-cooled  125cc,,,,-,-,-,,830,,6.5,,-,,-,,
JAWA 660 Sportard,Currently no quotation available,JAWA,,,,,,,,-,-,-,2100x780x1160,820,162,17,,-,,-,,
HOREX VR6 Silver Edition,Currently no quotation available,JAWA,,,,single cylinder four stroke water-cooled  660cc,,,,-,-,-,,860,,17,,-,,-,,
HOREX Resident 350,Currently no quotation available,HOREX,retro,imported,,V-type six cylinder four stroke water-cooled  1200cc,,,,-,-,-,,800,,17,,-,,-,,
HOREX VR6 Black Edition,Currently no quotation available,HOREX,retro,imported,,single cylinder four stroke air-cooled  350cc,,,,-,-,-,,760,,16,,-,,-,,
HOREX VR6 Café Racer 33 Limited,Currently no quotation available,HOREX,retro,imported,,V-type six cylinder four stroke water-cooled  1200cc,,,,-,-,-,,800,,17,,-,,-,,
HOREX VR6 Classic,Currently no quotation available,HOREX,retro,imported,,V-type six cylinder four stroke water-cooled  1200cc,,,,-,-,-,,,,0,,-,,-,,
HOREX VR6 Roadster,Currently no quotation available,HOREX,retro,imported,,V-type six cylinder four stroke water-cooled  1200cc,,,,-,-,-,,800,,17,,-,,-,,
HOREX VR6 Silver Edition,Currently no quotation available,HOREX,retro,imported,,V-type six cylinder four stroke water-cooled  1200cc,,,,-,,-,,800,,17,,-,,-,,
HOREX Imperator 125,Currently no quotation available,HOREX,retro,imported,,V-type six cylinder four stroke water-cooled  1200cc,,,,-,None,-,,800,,17,,-,,-,,
钇动力 拿铁01,Currently no quotation available,HOREX,Cruising Crown Prince,Imported,,-,,,,-,-,-,,,,0,,-,,-,,
凌肯 EVO LK150-15,24800,yttrium,Off road,Domestic,,,,,,,,-,1992x815x1082,870,62.5,,80,,,130,,
凌肯 凌越LK125-22,,Lingken,", street car,",,,single cylinder four stroke air-cooled  150cc,11,8.2/7500,,-,None,-,2050x740x1065,805,135,15,90,-,,-,,
凌肯 凌越太子二代LK125-22,,Lingken,Cruising Crown Prince,Domestic,,single cylinder four stroke air-cooled  125cc,10.2,7.5/8500,,international gear,none,-,1990,805,110,12,90,-,,-,,
凌肯 凌傲LK125-5M,,Lingken,", street car,",,,124cc,10.2,7.5/8500,,-,None,-,1990x840x1120,805,115,14,,-,,-,,
凌肯 城市猎人LK125-5N/LK150-9E,,Lingken,Cruising Crown Prince,Domestic,,single cylinder four stroke air-cooled  124cc,10.2,7.5/8500,,international gear,none,-,1820x700x1080,750,104,15,85,-,,-,,
凌肯 劲力LK125-18,,Lingken,", street car,",,,single cylinder four stroke air-cooled  125cc,10,7.5/8500,,-,None,-,1925x845x1125,740,125,10,,-,,-,,
凌肯 凌励LK125-18,,Lingken,", street car,",,,single cylinder four stroke air-cooled  124cc,122.37,90/90,,international gear,none,-,2010x740x1125,,113,12,85,-,,-,,
凌肯 凌骏LK125-18,,Lingken,", street car,",,,single cylinder four stroke air-cooled  124cc,10.2,7.5/8500,,international gear,none,-,2015x760x1110,775,116,15,85,-,,-,,
凌肯 风云刀LK125-8K,,Lingken,", street car,",,,single cylinder four stroke air-cooled  124cc,,,,-,None,-,2010x730x1080,785,129,13,,-,,-,,
凌肯 凌宇LK125-H,,Lingken,", street car,",,,single cylinder four stroke air-cooled  124cc,,,,-,None,-,1959x739x1121,,124,13,85,2.1,,-,,
凌肯 凌云LK150-11F,,Lingken,", street car,",,,single cylinder four stroke air-cooled  125cc,,,,international gear,none,-,2010x780x1055,,116,11.5,93,-,,-,,
凌肯 凌风LK125-H,,Lingken,", street car,",,,single cylinder four stroke air-cooled  149cc,11.1,8.2/8500,,-,None,-,2035x780x1075,760,126,12,94,-,,-,,
凌肯 非凡LK125-2H,,Lingken,", street car,",,,single cylinder four stroke air-cooled  125cc,10,7.5/8500,,international gear,none,-,2010x780x1055,760,116,11.5,93,-,,-,,
