Model Name,Reference Price (Yuan),Brand,Model,Production Method,Origin,Engine,Max Horsepower (Ps),Max Power/Speed (kW/rpm),Max Torque/Speed (N·m/rpm),Transmission,ABS,CBS,Dimensions (LxWxH mm),Seat Height (mm),Curb Weight (kg),Fuel Tank Capacity (L),Max Speed (km/h),Official Average Fuel Consumption (L/100km),Measured Average Fuel Consumption (L/100km),Range (km),Warranty,Available Colors
斐兔 FW-03概念车,Currently no quotation available,Feitu,Three Wheel,Domestic,,-,,,,-,-,-,,,,0,,-,,-,,
斐兔 TOOZ,Currently no quotation available,Feitu,,domestic production,,,,,,,standard,-,,,,,200,,,700,,
MBY 坦克,,MBY,MINI,Domestic,Zhejiang Today Sunshine New Energy Vehicle Industry Co.,single cylinder four stroke air-cooled  50cc,2.9,2.1/8000,,reciprocating 4-speed,-,-,1380x605x885,660,73,5.5,49,1.6,,300,for,"white, pink, yellow"
MBY Mini A,Currently no quotation available,MBY,MINI,Domestic,,single cylinder four stroke air-cooled  110cc,7.3,5.4/7500,,-,-,-,1690x813x1028,770,,6,75,2.7,,-,,
MBY MR150,Currently no quotation available,MBY,pedal,domestic,,single cylinder four stroke water-cooled  150cc,14.3,10.5/8250,,CVT continuously variable transmission automatic transmission,standard,-,1995x780x1280,780,,11,105,2.5,,-,,
MBY 玉兔,Currently no quotation available,MBY,pedal,domestic,,single cylinder four stroke air-cooled  125cc,8.8,6.5/7500,,CVT continuously variable transmission automatic transmission,-,-,1880x750x1150,780,,6,85,2.7,,-,,
华洋 SX 50-A,1090,Huayang,Off road,Domestic,,single cylinder two-stroke air-cooled  50cc,2.4,1.8/7000,,-,None,-,1200x550x790,570,22,1,,-,,-,,
华洋 TS70,,Huayang,Off road,Domestic,,single cylinder four stroke air-cooled  70cc,4.1,3/8000,,-,-,-,1370x670x850,,50,3,,-,,-,,
华洋 TT150,,Huayang,Off road,Domestic,,single cylinder four stroke oil cooled  140cc,9.5,7/8500,,-,-,-,1790x750x1125,,,5,,-,,-,,
华洋 K2L,6700,Huayang,Off road,Domestic,,single cylinder four stroke air-cooled,16.3,12/7500,,-,-,-,1890x760x1140,,98,0,,-,,-,,
华洋 T2,7900,Huayang,Off road,Domestic,,single cylinder four stroke air-cooled  250cc,16.3,12/7000,,-,None,-,2070x820x1150,850,107,10,100,-,,-,,
华洋 T4L,10380,Huayang,Off road,Domestic,,single cylinder four stroke air-cooled  250cc,20.4,15/8500,,-,-,-,2110x840x1200,895,110,9.5,,-,,-,,
华洋 T4,11000,Huayang,Off road,Domestic,,single cylinder four stroke air-cooled  250cc,17.0,12.5/8500,,-,None,-,2065x810x1200,940,114,9,120,-,,-,,
华洋 K6R,20400,Huayang,Off road,Domestic,,250cc,29.9,22/9500,,international 6-speed,none,-,2190x820x1254,950,111,7.5,,-,,-,,
华洋 T6,24300,Huayang,Off road,Domestic,,single cylinder four stroke water-cooled  250cc,25.8,19/9000,,international 6-speed,none,-,2150x820x1310,955,117,7,,-,,-,,
五菱 P20,4099,Wuling,pedal,domestic,,,0.5,0.4/,,,-,-,1640x705x1018,,,,25,,,50,,
新感觉 R200 XGJ250-21,8980,new,sports car,domestic production,,single cylinder four stroke air-cooled  200cc,15.64,11.5/7500,,international 6-speed,standard,-,1960x730x1060,810,149,18,150,-,,-,,
新感觉 XGJ200-26,,new,sports car,domestic production,,single cylinder four stroke  200cc,13.9,10.2/8000,,-,-,-,1980x700x1100,800,140,12,,-,,-,,
新感觉 XGJ150-27B,,new,street car,domestic production,,single cylinder four stroke air-cooled  150cc,12,8.5/8500,,international 5-speed,-,-,2005x700x1095,800,145,14,,-,,-,,
新感觉 XGJ150-23,,new,sports car,domestic production,,single cylinder four stroke air-cooled  150cc,12,8.5/8500,,international 5-speed,-,-,1930x700x1080,780,136,12,,-,,-,,
新感觉 XGJ250-28C,10800,new,sports car,domestic production,,single cylinder four stroke oil cooled  250cc,16.7,12.3/8000,,international 6-speed,-,-,1920x750x1075,780,,0,,-,,-,,"blue, green"
新感觉 XGJ250-21,,new,sports car,domestic production,,single cylinder four stroke oil cooled  250cc,16,11.8/7500,,international 5-speed,-,-,1960x730x1060,810,149,13,,-,,-,,
新感觉 250-21D,13800,new,sports car,domestic production,,single cylinder four stroke air-cooled  250cc,16.7,12.3/8000,,-,None,xx(mm),2000x690x1075,810,,0,,-,,-,,"Orange, Green"
新感觉 XGJ300R,17570,new,sports car,domestic production,,single cylinder four stroke water-cooled  279cc,27.87,20.5/,,-,None,-,2000x730x1060,810,149,13,,-,,-,,
新感觉 XGJ250-3,18530,new,sports car,domestic production,,", 250cc",31.3,23/11000,,-,None,-,,780,160,13,,-,,-,,
新感觉 RZ35,18790,new,sports car,domestic production,,", 320cc",23.79,17.5/7500,,5,None,-,2095x710x1140,780,160,13,135,-,,-,,
新感觉 都市战豹RZ25,18800,new,sports car,domestic production,,", 249cc",31.27,23/11000,,-,None,-,,780,160,15,,-,,-,,
新感觉 250-3D,19980,new,sports car,domestic production,,inline dual cylinder four stroke water-cooled  250cc,30.3,22.3/10000,,international 6-speed,none,xx(mm),2095x705x1140,780,,0,,-,,-,,
新感觉 XGJ150-19,7200,new,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.6,8.5/8500,,-,None,-,2015x740x1050,780,125,17.5,,-,,-,,
新感觉 XGJ150-32,8500,new,street car,domestic production,,single cylinder four stroke air-cooled  150cc,12.2,9/7000,,-,None,-,1960x770x1070,780,141,17,,-,,-,,
新感觉 XGJ250-21A,12173,new,street car,domestic production,,single cylinder four stroke oil cooled  250cc,15.64,11.5/7500,,5,None,-,1960,810,,13,,-,,-,,
新感觉 XGJ250-6,19600,new,street car,domestic production,,inline dual cylinder four stroke water-cooled  250cc,32.0,23.5/11000,,international 6-speed,none,-,,800,160,12.5,145,-,,-,,
新感觉 都市战狼RS25,19800,new,street car,domestic production,,inline dual cylinder four stroke water-cooled  250cc,32,23.5/10000,,international 6-speed,none,-,2000x780x1100,780,160,15,140,-,,-,,
新感觉 250-6D,19800,new,street car,domestic production,,inline dual cylinder four stroke water-cooled  250cc,30.3,22.3/10000,,international 6-speed,standard,xx(mm),2030x830x1120,780,,0,,-,,-,,
新感觉 XGJ150-31赛车版,5680,new,Retro,Domestic,,single cylinder four stroke air-cooled  150cc,11.6,8.5/8500,,-,None,-,1920x790x1075,760,115,9,,-,,-,,
新感觉 XGJ250GY-8,7800,new,Off road,Domestic,,single cylinder four stroke air-cooled  250cc,16,11.5/7500,,six speed international,none,-,2214x810x1480,900,141,7.5,,-,,-,,
新感觉 XGJ150GY-6,8100,new,Off road,Domestic,,single cylinder four stroke air-cooled  150cc,12,8.5/8500,,"is constantly engaged in fifth gear, while the",is,-,2080x840x1170,860,131,10,,-,,-,,
新感觉 XGJ250GY-7,11000,new,Off road,Domestic,,"air-cooled, 250cc",16,11.5/7500,,international five speed,none,-,2075x805x1190,890,133,9,,-,,-,,
新感觉 150-3C,5980,new,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11.6,8.5/8500,,-,-,-,2050x740x1090,870,,0,,-,,-,,
新感觉 150-3C 高原版,,new,street car,domestic production,,single cylinder four stroke air-cooled  250cc,12,8.5/8500,,international 5-speed,-,-,2050x740x1090,870,,0,,-,,-,,
曼肯 M9,7980,Manken,MINI,Domestic,Zhejiang Tianying Locomotive Co.,single cylinder four stroke air-cooled  150cc,11.3,8.3/8000,,international 5-speed,-,-,1820x770x1030,770,128,8.5,110,2,,400,,
曼肯 灵明,12345,Manken,MINI,Domestic,Zhejiang Tianying Locomotive Co.,single cylinder four stroke air-cooled  150cc,9.5,7/7500,,international 4-speed,standard,-,1680x680x1030,770,105,5.6,95,2.4,,-,,red and black
曼肯 灵明-野趣,12980,Manken,MINI,Domestic,Zhejiang Tianying Locomotive Co.,single cylinder four stroke air-cooled  150cc,9.5,7/7500,,international 4-speed,standard,-,1730x760x1050,750,118,5.6,95,2.4,,-,,
摩疆 MJ528,29800,Mojiang,Cruising Crown Prince,Domestic,Chongqing Mojiang Motorcycle Manufacturing Co.,inline dual cylinder four stroke water-cooled  500cc,53.8,39.6/8500,,international 6-speed,standard,-,2220x830x1150,690,196,14,,4,,-,,
摩疆 鲍勃,47800,Mojiang,Cruising Crown Prince,Domestic,,V-type twin cylinder four stroke water-cooled  800cc,57.1,42/7000,,international 6-speed,standard,-,2310x940x1170,690,260,0,,5.2,,-,,
摩疆 MJ917,44800,Mojiang,Cruising Crown Prince,Domestic,Chongqing Mojiang Motorcycle Manufacturing Co.,V-type twin cylinder four stroke water-cooled  900cc,61.2,45/7000,,international 6-speed,standard,xx(mm),2300x830x1120,690,260,28,120,5.3,,600,of,"Dark Orange, Dark Green"
摩疆 MJ PRO,48800,Mojiang,Cruising Crown Prince,Domestic,Chongqing Mojiang Motorcycle Manufacturing Co.,V-type twin cylinder four stroke water-cooled  800cc,57.1,42/7000,,international 6-speed,standard,-,2640x1000x1345,750,,29,180,-,,600,for,"Xiaoyao Blue, Thunderbolt Silver, Godfather Black, Mighty General Green, Hidden Dragon Black, Escort Red"
摩疆 MJ919,55800,Mojiang,Cruising Crown Prince,Domestic,,V-type twin cylinder four stroke water-cooled  800cc,57.1,42/7000,,international 6-speed,standard,-,2560x925x1290,720,330,29,,5.2,,-,,"Bold Silver, Proud Black"
摩疆 MJ918,Currently no quotation available,Mojiang,Cruising Crown Prince,Domestic,,V-type twin cylinder four stroke water-cooled,61.2,45/7000,,-,-,-,22100x0x1340,700,250,18,,-,,-,,
摩疆 MJ917 三叉戟,66800,Mojiang,Three Wheel,Domestic,Chongqing Construction Electromechanical Co.,V-type twin cylinder four stroke water-cooled  800cc,55.7,41/6000,,forward 4th gear+reverse gear,standard,xx(mm),2280x1750x1325,,420,28,100,-,,-,of,"Sky Grey, Desert Red, Aurora Black, Tibetan Gold"
摩疆 金三角 MJ919,69800,Mojiang,Three Wheel,Domestic,,V-type twin cylinder four stroke water-cooled  800cc,55.7,41/6000,,international 6-speed,standard,-,2530x1720x1250,690,,29,,-,,-,,
摩箭 ZL250-A,19800,Mojian,sports car,domestic production,Zhejiang Jianying Locomotive Co.,inline dual cylinder four stroke water-cooled  250cc,30.5,22.4/,,international 6-speed,-,xx(mm),2070x750x1130,,168,0,120,-,,-,,
摩箭 800RR,35800,Arrow,sports car,domestic production,Zhejiang Jianying Locomotive Co.,inline four cylinder four stroke water-cooled  800cc,115.6,85/10500,,international 6-speed,standard,xx(mm),2100x750x1140,780,210,18,,5.51,,-,,"Speed Silver, Track Black"
摩箭 MJ300-B,,Mojian,Cruising Crown Prince,Domestic,Zhejiang Jianying Locomotive Co.,"V-type twin cylinder four stroke, 300cc",30.6,22.5/,,-,standard,xx(mm),2200x840x1100,,,0,,-,,-,,
摩箭 MJ300-A,,Mojian,Cruising Crown Prince,Domestic,Zhejiang Jianying Locomotive Co.,V-type twin cylinder four stroke water-cooled  300cc,30.6,22.5/,,-,standard,-,2180x850x1100,,187,0,120,-,,-,,
克维思 K16-NC250 完整版,23800,Kweisi,Off road,Domestic,Chongqing Kewisi Machinery Manufacturing Co.,single cylinder four stroke water-cooled  250cc,25.8,19/9000,,international 6-speed,-,-,2200x960x1400,980,,8,95,-,,-,,Cool Orange
克维思 K16-CBS300 竞技版,13500,Kvits,Off road,Domestic,,single cylinder four stroke water-cooled  300cc,25.2,18.5/8500,,international 5-speed,-,-,2170x840x1290,980,118,8,95,-,,-,,"orange, matte gray"
克维思 K16-NC250 竞技版,18800,Kweisi,Off road,Domestic,Chongqing Kewisi Machinery Manufacturing Co.,single cylinder four stroke water-cooled  250cc,25.8,19/9000,,international 6-speed,-,-,2170x840x1290,980,,8,95,-,,-,,
克维思 K16-2冲 竞技版,19800,Keweisi,Off road,Domestic,Chongqing Kewisi Machinery Manufacturing Co.,single cylinder two-stroke water-cooled  250cc,27.2,20/8000,,international 6-speed,-,-,2170x870x1250,930,115,8.6,95,-,,-,,Cool Orange
克维思 K18-2冲 竞技版,19800,Keweisi,Off road,Domestic,Chongqing Kewisi Machinery Manufacturing Co.,single cylinder two-stroke water-cooled  250cc,27.2,20/8000,,international 6-speed,-,-,2170x870x1250,930,115,8.6,95,-,,-,,white blue
克维思 K16-NC300S 竞技版,20800,Kweisi,Off road,Domestic,,single cylinder four stroke water-cooled  300cc,31.3,23/9000,,international 6-speed,-,-,2170x840x1290,980,118,8.6,95,-,,-,,
克维思 K16-NC450 拉力版,31800,Kweisi,Off road,Domestic,Chongqing Kewisi Machinery Manufacturing Co.,single cylinder four stroke water-cooled  450cc,40.8,30/8000,,international 6-speed,-,-,2170x840x1250,980,133,12.5,95,-,,-,,Cool Orange
森蓝 EX1,5999,Senlan,Off road,Domestic,,,0.5,0.4/,,,-,-,1785x700x1025,755,55,,25,,,80,,
森蓝 EX2,,,Off road,Domestic,Chongqing Zongshen Locomotive Industry Manufacturing Co.,,,,,,-,-,1865x770x1090,,63,,80,,,-,,"yellow, orange, blue"
森蓝 O2 氧,12988,Senlan,pedal,domestic,,,,,,,none,xx(mm),1740x730x1070,765,,,70,,,110,,
森蓝 小野兽ET2,10800,Senlan,pedal,domestic,Chongqing Zongshen Locomotive Industry Manufacturing Co.,,,,,,-,-,1785x655x1240,725,96,,65,,,-,,
森蓝 小野兽ET3,10800,Senlan,pedal,domestic,Chongqing Zongshen Locomotive Industry Manufacturing Co.,,,,,,-,-,1785x655x1240,725,96,,65,,,-,,
森蓝 ES5,22980,Senlan,pedal,domestic,Chongqing Zongshen Locomotive Industry Manufacturing Co.,,,,,,standard,-,1900x725x1135,780,,,102,,,150,,"Lightning White+Storm Blue, Lightning White+Wizard of Oz Green, Charm Night Grey+Passion Orange"
森蓝 E-RT3,39800,Senlan,pedal,domestic,,,,,,,standard,-,2165x767x1395,755,207,,120,,,220,,"Interstellar Grey, Maya Blue, Vitality Yellow"
森蓝 B1 蓝调,11580,Senlan,bending beam,domestic,,,,,,,none,xx(mm),1895x680x1022,760,82,,56,,,90,,
森蓝 E-RX1,38800,Senlan,tension,domestically produced,,,,,,,-,-,2090x820x1405,785,166,,132,,,200,,
森蓝 Z1 极刻,15800,Senlan,MINI,Domestic,,,,,,,none,-,1760x810x1000,765,100,,80,,,120,,Black and Red
斯托纳 SS150,9980,Stona,MINI,Domestic,Chongqing Shuangshi Motorcycle Manufacturing Co.,single cylinder four stroke air-cooled  150cc,9.8,7.2/7000,,cycle 4-speed,standard,-,1765x710x1045,750,107,4.2,85,-,,200,,"red, blue, frosted black"
斯托纳 猿猴,10680,Stona,MINI,Domestic,Chongqing Shuangshi Motorcycle Manufacturing Co.,single cylinder four stroke air-cooled  150cc,9.8,7.2/7000,,cycle 4-speed,standard,xx(mm),1740x700x1030,760,107,6,85,2.3,,260,,"white, yellow/white, red/white, pink, bay blue"
斯托纳 猿猴125 Cross,11980,Stona,MINI,Domestic,Chongqing Shuangshi Motorcycle Manufacturing Co.,single cylinder four stroke air-cooled  125cc,8.8,6.5/,,-,-,-,1680x680x1030,,110,0,80,-,,-,,
斯托纳 猿猴125 Side Tricycle,17980,Stona,Three Wheel,Domestic,Chongqing Shuangshi Motorcycle Manufacturing Co.,single cylinder four stroke air-cooled  125cc,8.6,6.3/,,forward 4th gear+reverse gear,standard,-,1710x1540x1030,,172,0,60,-,,-,,"white, yellow, pink, bay orange"
飞翎 FL500B-2D,30800,Feiling,Three Wheel,Domestic,Taizhou Xiangyuan New Energy Technology Co.,inline dual cylinder four stroke water-cooled  500cc,44.9,33/8500,,forward 5-speed+1-speed reverse,-,xx(mm),2160x15800x1080,715,288,18,,4.2,,-,,
飞翎 A 2,7800,Feiling,sports car,domestic production,,single cylinder four stroke air-cooled  200cc,16.3,12/8000,,international 5-speed,none,-,2040x830x1140,780,165,18,115,2.5,,680,,"blue, red, white"
飞翎 枭峰9号,7900,Feiling,street car,domestic production,,single cylinder four stroke air-cooled  200cc,16.3,12/8000,,international 5-speed,none,-,2090x795x1060,780,160,18,,-,,-,,
飞翎 枭峰8号,8600,Feiling,sports car,domestic production,,single cylinder four stroke air-cooled  200cc,16.3,12/8000,,international 5-speed,none,-,2040x830x1140,780,165,16,115,2.5,,680,,"blue, red, black, white"
飞翎 魅影 450,20800,Feiling,sports car,domestic production,,inline dual cylinder four stroke water-cooled  450cc,36.71,27/,,international 6-speed,standard,-,2050,760,156,0,,-,,-,,
飞翎 FL 250 R,13980,Feiling,street car,domestic production,,single cylinder four stroke water-cooled  250cc,26.5,19.5/9000,,international 6-speed,none,-,2015x810x1080,780,150,0,140,3,,450,,"white, red"
飞翎 FL500X,29800,Feiling,tension,domestically produced,,inline dual cylinder four stroke water-cooled  500cc,46.2,34/8000,,international 6-speed,standard,xx(mm),2160x850x1330,800,202,18.5,170,4,,450,,"Orange, White, Red"
飞翎 FL500,19800,Feiling,Cruising Crown Prince,Domestic,,inline dual cylinder four stroke water-cooled  500cc,34.7,25.5/7600,,international 6-speed,standard,xx(mm),211x80x1100,750,150,18,152,3.5,,500,,
摩瑞 赤毒天蝎MT-X500,29800,Murray,street car,domestic production,,inline dual cylinder four stroke water-cooled  500cc,47.59,35/8500,,international 6-speed,standard,-,2080x656x1078,780,192,12,155,-,,-,,
摩瑞 小天使 450,19800,Murray,Retro,Domestic,,inline dual cylinder four stroke water-cooled  450cc,36.7,27/8000,,international 6-speed,standard,-,2110x810x1190,800,190,14,,-,,-,,
摩瑞 MG-500,29800,Murray,tension,domestically produced,,inline dual cylinder four stroke water-cooled  500cc,47.6,35/8500,,international 6-speed,-,-,2155x840x1400,780,,18,,-,,-,,
摩瑞 极地猎鹰MG-500ADV版,Currently no quotation available,Morey,tension,domestically produced,,dual cylinder four stroke water-cooled  491cc,47.59,35/8500,,6,standard,-,2190x900x1500,800,197,24.5,,-,,-,,
摩瑞 小太子650,43800,Murray,Cruising Crown Prince,Domestic,,V-type twin cylinder four stroke water-cooled  650cc,53.0,39/6750,,international 6-speed,standard,xx(mm),2380x860x107,670,,28,,-,,-,,
摩瑞 大黑鲨650,48800,Murray,Cruising Crown Prince,Domestic,,V-type twin cylinder four stroke water-cooled  650cc,53.0,39/6750,,international 6-speed,standard,-,2580x900x1300,750,300,22,180,5,,280,,
摩瑞 MV800,49800,Murray,Cruising Crown Prince,Domestic,,V-type twin cylinder four stroke water-cooled  800cc,57,42/6000,,international 6-speed,standard,-,2395x735x1035,666,260,19,180,-,,-,,
摩瑞 火龙骑士,52800,Murray,Cruising Crown Prince,Domestic,,V-type twin cylinder four stroke water-cooled  900cc,,42/7000,,international 6-speed,standard,-,2350x920x1190,670,,28,,-,,-,,
摩瑞 金刚狼,115500,Murray,Cruising Crown Prince,Domestic,,V-type twin cylinder four stroke water-cooled  800cc,57.1,42/6000,,international 6-speed,standard,-,,,,0,,-,,-,,
摩瑞 魔王骑士MV-900,Currently no quotation available,Morey,Cruising Crown Prince,Domestic,,V-type twin cylinder four stroke water-cooled  900cc,65,48/6000,,international 6-speed,standard,-,2395x735x1035,,210,22,180,-,,-,,
摩瑞 MV800 边三轮,79000,Murray,Three Wheel,Domestic,,V-type twin cylinder four stroke water-cooled  800cc,57.1,42/6000,,-,-,-,2370x1650x1080,,,0,160,-,,-,,
摩瑞 M6-125,9800,Murray,street car,domestic production,,single cylinder four stroke air-cooled  125cc,9.25,6.8/7000,,international four speed,-,-,1760x750x960,770,102,6.5,110,1.6,,-,,
摩瑞 MT-400,23800,Murray,street car,domestic production,,dual cylinder four stroke water-cooled  400cc,35.62,26.2/7600,,6,-,-,1980x765x1100,785,182,16,160,2.6,,-,,
摩瑞 M5-125,9800,Murray,Off road,Domestic,,single cylinder four stroke air-cooled  125cc,9.2,6.8/7000,,-,-,-,1770x765x950,770,102,5.5,110,1.6,,-,,
摩瑞 摩卡爵士MO-500,Currently no quotation available,Morey,Retro,Domestic,,dual cylinder four stroke water-cooled  491cc,47.59,35/8500,,6,None,-,2080x656x1078,780,192,14.5,,-,,-,,
摩瑞 威武战神MR-500,Currently no quotation available,Morey,sports car,domestic production,,dual cylinder four stroke water-cooled  491cc,47.59,35/8500,,6,standard,-,2080x656x1078,780,192,14.5,,-,,-,,
摩瑞 M3,Currently no quotation available,Morey,MINI,Domestic,,single cylinder four stroke  124cc,,,,-,None,-,1300x765x1010,,,0,,-,,-,,
达芬骑 DC 100,177700,Dafengqi,street car,domestic production,Wuqi District Automotive Industry (Zibo) Co.,,137.0,100.75/,,,standard,-,2200x740x1100,795,255,,200,,,400.75,,
达芬骑 DC Classic,577700,Dafengqi,street car,domestic production,,,136.0,100/,,,standard,-,,795,,,200,,,400,,
达芬骑 DC 100 Pure,Currently no quotation available,Dafengqi,street car,domestic production,,,136.0,100/,,,-,-,,,,,200,,,400,,
豪进 大S hj125t-2g,5580,Haojin,pedal,domestic,,single cylinder four stroke air-cooled  125cc,7.21,5.3/7500,,Automatic,None,-,1760,750,87,6,75,-,,-,,
豪进 雅力 HJ100T-9,5900,Haojin,pedal,domestic,,single cylinder four stroke air-cooled  102cc,6.7,4.9/8000,,-,None,-,1730x700x1045,730,94,4.5,75,-,,-,,
豪进 SR03,6960,Haojin,pedal,domestic,Guangzhou Haojin Motorcycle Co.,single cylinder four stroke air-cooled  125cc,9.4,6.9/7500,,CVT continuously variable transmission automatic transmission,-,-,1900x680x1125,740,112,6,,2.27,,-,of,
豪进 SY02,11960,Haojin,pedal,domestic,Guangzhou Haojin Motorcycle Co.,single cylinder four stroke water-cooled  150cc,16.0,11.8/8500,,CVT continuously variable transmission automatic transmission,standard,-,1946x772x1346,762,147,13,98,2.2,,-,of,"Pearl Black, Ink Pine Green, Pearl White, Stardust Grey, Cement Grey"
豪进 SE05,11960,Haojin,pedal,domestic,Guangzhou Haojin Motorcycle Co.,single cylinder four stroke water-cooled  150cc,14.3,10.5/8500,,CVT continuously variable transmission automatic transmission,standard,-,1990x740x1150,740,127,10.7,110,2.27,,-,of,"Pearl Black, Stardust Grey, Pearl White"
豪进 SE01,12960,Haojin,pedal,domestic,Guangzhou Haojin Motorcycle Co.,single cylinder four stroke water-cooled  150cc,14.3,10.5/8500,,CVT continuously variable transmission automatic transmission,standard,-,1955x745x1225,,140,10,98,2.2,,-,of,"Obsidian Black, Yanyan Red, Space Grey"
豪进 雅客 HJ125T-2G,5580,Haojin,pedal,domestic,,single cylinder four stroke air-cooled  125cc,8.7,6.4/7500,,Automatic,None,-,1840,730,106,6.4,,-,,-,,
豪进 雅冠HJ100T-3H,6900,Haojin,pedal,domestic,,single cylinder four stroke air-cooled  110cc,8.16,6/7500,,continuously variable transmission,none,-,1805,730,100,6.4,,-,,-,,
豪进 靓力HJ100T-9,5900,Haojin,pedal,domestic,,single cylinder four stroke air-cooled  102cc,6.66,4.9/8000,,continuously variable transmission,none,-,1730,730,,4.5,75,2.3,,-,,
豪进 风雅HJ125T-3G,6200,Haojin,pedal,domestic,,single cylinder four stroke air-cooled  125cc,7.2,5.3/7500,,-,None,-,1860x695x1110,760,108,6,80,205,,-,,
豪进 心盈三代 HJ100T,Currently no quotation available,Haojin,pedal,domestic,,single cylinder four stroke air-cooled  100cc,7,5.2/7000,,-,-,-,1810x680x1100,720,104,6,75,-,,-,,
豪进 雅梦二代 HJ125T-5C,Currently no quotation available,Haojin,pedal,domestic,,single cylinder four stroke air-cooled  125cc,7,5.3/7500,,-,-,-,1830x690x1135,750,105,6,80,-,,-,,
豪进 雅冠 HJ100T-3J,Currently no quotation available,Haojin,pedal,domestic,,single cylinder four stroke air-cooled  110cc,8,6/7500,,-,-,-,1805x685x1095,730,100,6.4,,-,,-,,
豪进 新天帝HJ125-9E,5180,Haojin,street car,domestic production,,single cylinder four stroke air-cooled  125cc,9.8,7.2/,,-,None,-,2010x810x1140,,106,0,85,-,,-,,
豪进 酷爽二代HJ125-22,5680,Haojin,street car,domestic production,,single cylinder four stroke air-cooled  125cc,10.2,7.5/8500,,-,None,-,1990x840x1120,805,115,14,85,-,,-,,
豪进 酷迪HJ125-20 / HJ150-20A,7900,Haojin,street car,domestic production,,single cylinder four stroke air-cooled  125cc,10.2,7.5/8500,,gear,not,-,2015x760x1110,775,116,15,,2.5,,-,,
豪进 酷鹰HJ125-9F,8900,Haojin,street car,domestic production,,single cylinder four stroke air-cooled  125cc,10.2,7.5/8500,,gear,not,-,1820x700x1080,750,104,15,85,2.57,,-,,
豪进 新时速HJ125-E,6500,Haojin,street car,domestic production,,single cylinder four stroke air-cooled  125cc,10.2,7.5/8500,,-,None,-,1880x740x1020,750,108,9,93,-,,-,,
豪进 锐界 HJ150-26,Currently no quotation available,Haojin,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11,7.8/7500,,international 5-speed,none,-,2065x735x1120,805,130,0,110,-,,-,,
豪进 超跃 HJ125-4H,Currently no quotation available,Haojin,street car,domestic production,,single cylinder four stroke air-cooled  125cc,,,,-,-,-,2010x780x1055,,116,11.5,,-,,-,,
豪进 EVO二代 HJ150-15A,Currently no quotation available,Haojin,street car,domestic production,,single cylinder four stroke air-cooled  150cc,11,7.8/7500,,-,-,-,2020x750x1070,775,,0,90,-,,-,,
豪进 新飞跃 HJ125-3H,Currently no quotation available,Haojin,street car,domestic production,,single cylinder four stroke air-cooled  125cc,10,7.5/8500,,-,-,-,2060x810x1065,760,120,12,90,-,,-,,
豪进 清雅 HJ110-11A,Currently no quotation available,Haojin,bending beam,domestic,,single cylinder four stroke air-cooled  110cc,7,4.8/8000,,-,-,-,1890x690x1090,760,105,4,85,-,,-,,
飞肯FKM FK 3GP,16980,Feiken,sports car,domestic production,,single cylinder four stroke water-cooled  250cc,27.9,20.5/9750,,international 6-speed,standard,xx(mm),2020x730x1050,785,166,17,130,-,,600,,"matte black, red"
飞肯FKM FK600 赛道版,Currently no quotation available,Feiken,sports car,domestic production,,inline three cylinder four stroke water-cooled  675cc,128.1,94.2/14400,,-,standard,-,,,,0,,-,,-,,
飞肯FKM 15SS,8800,Feiken,MINI,Domestic,,single cylinder four stroke air-cooled  150cc,13.2,9.7/7500,,international 6-speed,none,-,1700x750x1000,730,115,7,100,-,,300,,
飞肯FKM 2SF,11100,Feiken,street car,domestic production,,single cylinder four stroke water-cooled  200cc,16.3,12/7500,,international 6-speed,none,xx(mm),1960x790x1080,790,138,10,114,-,,-,,"Red, Blue, Black, Yellow"
飞肯FKM 19SF,11800,Feiken,street car,domestic production,,single cylinder four stroke air-cooled  190cc,14.3,10.5/7500,,-,None,-,2010x810x1075,780,135,0,120,2.3,,-,,
飞肯FKM 15 Mini,8800,Feiken,MINI,Domestic,,single cylinder four stroke air-cooled  150cc,11.3,8.3/8000,,international 5-speed,none,xx(mm),1785x760x1030,750,115,8,100,-,,-,,
飞肯FKM 2SS,11800,Feiken,Retro,Domestic,,single cylinder four stroke water-cooled  200cc,16.3,12/7500,,-,None,xx(mm),1980x820x1085,790,138,13,114,-,,-,,"White, Navy Grey"
飞肯FKM TT,Currently no quotation available,Feiken,Retro,Domestic,,single cylinder four stroke water-cooled  250cc,27.9,20.5/9750,,-,standard,-,2040x710x1020,,,14,140,-,,-,,
喜力 蛟龙200,9800,Heineken,sports car,domestic production,,single cylinder four stroke air-cooled  200cc,13.6,10/8500,,international 6-speed,none,-,2070x755x1085,,,18,,-,,-,,"black, red"
喜力 蛟龙234S,15800,Heineken,sports car,domestic production,,inline dual cylinder four stroke water-cooled  250cc,38.3,28.2/9000,,international 6-speed,standard,-,2050x710x1110,780,171,16,,-,,-,,"Ferrari Red, Bright Black, Matte Black, Red and White"
